Comment,Abusive
Tamil,0.0
le KCR em cheddam antav mari,0.0
reey evvadara meru antha,0.0
18,0.0
baundi,0.0
okk annaa,0.0
Anna century kottu,0.0
Super Bro,0.0
yes babe,0.0
Bro burra pichekipothundhi bro enti ha remixuu,0.0
Elantivi chudatanike manam brathikunnama anipistundi,0.0
Enni sarlu chusano full comedy bale navvukunna,0.0
Bro ilanti dances jarigetappudu konchem cheppandanna please,0.0
reddy lol unlucky,0.0
Vachi chusi vellaru bayapadi,0.0
Mi pilla kosam bro ,0.0
School Ki velli chadhuvuko thammudu,0.0
Ley ra ley raaaa ni,0.0
007 po ra poi chadu,0.0
GOAT,0.0
Super thammudu Full support daddy,0.0
pigeon sounds,0.0
srinivas bhaaaiiii,0.0
First ee question adgina vadini kosi karam pettali yedava questions vellu please ask related to diet ,0.0
Sthambam ah,0.0
MA BATHROOM BRESH POYINDHI NUVE KADHA,0.0
Last ki highlight anna,0.0
Sahi hai bhai,0.0
Yess,0.0
hey hello,0.0
Btech 1 year vs after btech,0.0
h try once ,0.0
Bro naa nidra motham poyendee,0.0
Paku,0.0
add,0.0
Bhayya dheeniki hand ki band lekunda chusesaa bhayya chalu bhayya ee life ki ,0.0
Jai ho,0.0
Pilli vi ra nuv was personal,0.0
69 missed calls from Trivikram director,0.0
arachakam asalu,0.0
bro,0.0
maddyy,0.0
Mawa ee oka video vadheleei mawa,0.0
full video pettu mava,0.0
Daddy,0.0
Aababa em unnav va poori,0.0
niku aa poti vastadhu,0.0
u and me,0.0
nuvey ra,0.0
I love only auntys,0.0
Eedu hinid patalni kuda start chesadu,0.0
Idhi Alarm petukondi rakamundhee lechi kuchuntaru Chi dinammaa Insta open cheste idhee gonthu,0.0
Andarki namaskaram ,0.0
Malla Reddy mandhini munchey Reddy Ani pettuko,0.0
Animal Telugu version,0.0
Mi thapu ledhu insthsgram download chesinadhuku thapu nadhi,0.0
Ni sokulu salayyyaaaaaa,0.0
Bangaram bro ma Allu Arjun anna,0.0
So what,0.0
Anna okasari demo chupinchu anna niku demo lu chupinchadam ba alavatu kada anna influencer vi kada demo chupinchu anna konchem,0.0
Inta andham ga etla unavu,0.0
A Re entra idhi,0.0
Nuvu siva Reels chayalsina avasaram Ledhu Meru elago ilane untaru ga,0.0
reddy add,0.0
Badi ki po beta first,0.0
Ababa em cheppadraa,0.0
Eddhar dhoggale  so BJP nemoo hindhu muslim anttaru so e sari nota ki vesi vastha ega,0.0
g add,0.0
Nuvvu alane chestava,0.0
ok bro,0.0
g add,0.0
bhAAii,0.0
Ni moham Congress vaste sarva nashinam,0.0
bro,0.0
Cup unchesi nin icheste baundedemo,0.0
masthu crazy undhi kadha,0.0
Shaker Anna kotha num teskonidi frends 9381189890,0.0
Anna nuvu chasenava emi atlanay,0.0
Jobes kavali ,0.0
Cute girl,0.0
Alexa play Acham Telugu andam,0.0
reddy gc Ye kya hi re,0.0
All time favourite movie,0.0
okavela ni asthi mottam petti vellina tirigi vastav ani guarentee led bro,0.0
add,0.0
Chocolate coffee guy gurthochadu,0.0
Address petuuu,0.0
Bittu padathu ku dubbing panna po,0.0
Very rare to see pretty telugu girls,0.0
Ee channel pettinodini analo,0.0
Enti bro nuvvu asalu nuvvu nee acting Super telusa navvaleka poyanu,0.0
bhanu prakash,0.0
avuna,0.0
Mem ela chachina neku parle nuv pamous avvali anthe ga,0.0
Part 4 please,0.0
Kurchi madta petti ,0.0
This movie lo Mahesh Anna comedy timing eey vere level,0.0
Halwaa emo kani lo twist adhurs,0.0
Bara bara bara bara raayaaley,0.0
g addd meeee,0.0
First nub nann vachi kottu,0.0
moulindra  Savaka kacheri  vini anandinchu  Savakoo savaka,0.0
Duula bommallu,0.0
Super ga cheppav bro,0.0
Anna bhyam ithundhi anna anna anna,0.0
add,0.0
Ani salu chaptavu bro,0.0
Papam uncle ni vala pellam kotinatundhi,0.0
Hate from India ,0.0
ok,0.0
Instagram  instarogam instant goram ,0.0
Me family motham Theda anamata,0.0
Argument is incomplete without this dialogue,0.0
Arey na account lo Reels ravani vere account create cheskuna ra iva ra nen chudalsindhi,0.0
Pull Shot Full Shot ,0.0
reddy yop,0.0
Transgender kada bro pole theesesi hole chestharu,0.0
ninnu pilustunadhu mama,0.0
Mukidi echhukuni kottey Akka vallani,0.0
Hii,0.0
Venaka vunnavallu enkrege chesthu alaa choosthunna ru eantraa baabu,0.0
Meeru Mee abbai ki endhuku pettaledhu,0.0
g add me,0.0
reddy add mee,0.0
g in,0.0
School poledhaaa babu,0.0
Ela bro ela adi e creativity ela bro,0.0
anduke physics lo 20 vachayi neeku,0.0
nuvvu appudu try chesavu ra,0.0
Kai ko tere ko yah,0.0
Nannu pelli cheskuntava,0.0
My mom version eppudey etla antey rep pendlam ochinaka inka ganji m posthavu ra maku,0.0
Google maps use cheyani valuu lykk cheyandi,0.0
reddy,0.0
g Ys,0.0
Vadi expressions Chudandi ra ayya,0.0
Damn cute ur looking,0.0
Dont insult him broif you dont like to watch her face or reels then just scroll down ,0.0
g ayoo add cheyiii,0.0
jagan maviyya,0.0
Rey avadra madyalo annaki cl chesthundddi salea anna busy ga unadu  distrub cheyaddu ,0.0
Google maps be like paapam feel intunnaduSunil template,0.0
reddy yes yes vundhi try this,0.0
When u eat all food items mixing each other next day bathroom scenario,0.0
Song name,0.0
crct ae,0.0
Lover lenodiki cover e dikku,0.0
inko 10 years aynaka vaadu kooli Pani cheskunta kanpistadu vaala ayya lekka chillar gaalu ekva aynar insta la,0.0
Ela unaru entira meru baboi,0.0
Endiraa mee Lolli,0.0
Tree ki rudhamanu bro inkka best anukunta,0.0
Gulfaram kallu taginattu ha expersion endi akka,0.0
Veree Level rah beteyy,0.0
Devda,0.0
no sir raaru,0.0
Bye bye Congress,0.0
adi ma samskaram,0.0
go and shower that cows poop in front of your home,0.0
Car undha mawa leka pampinchamantavaa ,0.0
itu raa ra,0.0
anna 5 days nunchi doddiki vastaledu okkasari vachi ergipiyava,0.0
this telugu girl,0.0
nti bro ne answer,0.0
Asthi kosam Ahh,0.0
em treatment cheyale,0.0
thank youuu,0.0
Tu night me match khela to tere jaru ke sath match dusra khel lete,0.0
pakija is ver nice brohh,0.0
Blade knife ,0.0
Script ,0.0
Bro playing anthakshari with himself,0.0
Hmmm interesting character ,0.0
Bad,0.0
Anni sarlu vaduthav bro kotha clips pettu,0.0
Real ga kuda adhe jarigindhi kadha chy bro,0.0
navvi navvi sachipothanemo mowa,0.0
Overacting,0.0
gurud bagunna,0.0
Rey Rey Rey remix tho start chesavaendhi ayya ey racha,0.0
Anna ni number pettu ma dostdi birthday video pettala,0.0
Ok broo school time iendhii vellu ra,0.0
Anna white ga radhu red ga vastadi,0.0
Tution time avalaapo bag tisko,0.0
Love u anna,0.0
Evad adagaledhu,0.0
Girllsss storyyy,0.0
Super Bhai vere leval,0.0
Dhudukaa,0.0
Rey eyvadra nu antha talented ghaa unav,0.0
Nice balu,0.0
reyy ende ra,0.0
My favourite movie in telugu,0.0
September lo Manu adhavalamu iyamu,0.0
Super reply,0.0
reddy yessir add,0.0
Jai congress,0.0
Content kabatte follow awthunna mama,0.0
g add me,0.0
Madhyalo nannu enduku involve chestunnaru sir,0.0
That expression of him after saying,0.0
Cover drive skaver drive,0.0
Same real life to me,0.0
Endhi ra ayya nuvvu okkate sari ammala paina vesav ,0.0
waiting,0.0
mee anna ra,0.0
1st kanna tarvatha Anna,0.0
Pukkatla cheysthey Dhaanam,0.0
Any telugu girls or aunties here,0.0
Bob Marley song lyrics ,0.0
g yosss,0.0
Look how they massacred my boy It was a masterpiece of SSR,0.0
space ke telidu but titanic velu 250000 mathrame,0.0
Nuvvu matram pakka aa batch ne kadha ardam avuthundi le ikkada intha scene chusaka kuda,0.0
its better if you get,0.0
haa,0.0
g add me,0.0
60 aela vachindi bro scholorship,0.0
nuvvu vellu,0.0
,0.0
,0.0
Jai Congress,0.0
Edhi kudanaaa,0.0
avunaa,0.0
Unintentionally I used to sing these lines everyday,0.0
Bagudhi Anna nijaga bagudhi,0.0
2rs esta,0.0
Enti ra vidi gola,0.0
Telegu people  others I am from hyd ,0.0
Ekkada amma medhi  Ekkada unnaru asalu,0.0
Bro fast redduga avuthadi tharuvatha black ga avuthadiga beo,0.0
Mari bra a company use chestavu,0.0
mudhiraj9014 antava bhai,0.0
Tappu midhem ledhuu brooo,0.0
Yaaa,0.0
Maaku e offers kuda unnaya,0.0
Ora nayanooo,0.0
Ammoooooo Em ledhu andi chevulu moosukonna taruvaatha chusthe cheti meedha blood kanipinchindhi,0.0
Me watching reel sitting near dhed lakh ka ghar,0.0
Over Acting  Laptop Is Off ,0.0
Ramajogayya Sastry and DSP music singers had done  their job,0.0
Hai madam,0.0
Evdra nuvvu Natanam star fan va,0.0
package Inka anda ledha vasthundi le mundu aa jenda moyalo telusuko poyi,0.0
vivekreddy Rey ucha apuko koncham ,0.0
Veedu veedi sollu,0.0
what,0.0
Nica ra thudu,0.0
Climax mamulga ledhu ga,0.0
Nenu narakanike velthuna,0.0
Denikaina sare maa gadget akka ey goppa,0.0
Address pettude lait achude,0.0
Nice answer bro,0.0
Being a Telugu person a flex now,0.0
election mai jeetne k liye ye bhi karletay,0.0
Mee edharu naa mundu unte naaku oka beer seasa Kavali  Ardham avuthunda,0.0
Anti bro,0.0
Appude BBC range lo vellipotunadu,0.0
Enti bro nuvu mari Ila unav entha janune ga cheypthunav bro,0.0
Divali dress lo ela unnav ante okesari 1000 crockers nunchi vache light kante ekkuva merisipotunnv,0.0
Enka mereppudu amma ki chesi pedtharu haa I hate u babu,0.0
Remix,0.0
Direct ga main company aa idhi epudu petaru,0.0
I failed NNN because of you,0.0
Daddy on fire,0.0
reddy add me in bro,0.0
Once endhukosam love chesaro aa pani aipoyaka Aa face figure malli nachavuammailaina anthe abbailaina anthe,0.0
Square leg ni cover drive chesav ga bro,0.0
Tch Tch Tch Tch Tch Tch Tch Tch Tch Tch,0.0
hahaha,0.0
reddy in,0.0
poo,0.0
Daddy l Love you,0.0
Cover Drive Scavar drive,0.0
Annaya manode,0.0
Nuve esuko po ,0.0
Jr Dong mallareddy,0.0
vadiki antha seen untey verey vallaki enduku chepthadu cheppu,0.0
kitti,0.0
no,0.0
poi mi daddy ki chepu mi thathavi pikamani,0.0
Endhuku ela champuthunav mamalini,0.0
"Bro next eh desham lo earth quake or thufan poni psunami undo chepthe nen potha 
  
  Karma ra babu elantolanni share chesi chesi encourgae chesi akarki ah TV pedthe kuda vede unadu  ",0.0
Powerful dialogue powerpull dialogue,0.0
Arijit Singh wants to know your location,0.0
Mundu school ki velu,0.0
I am fan Prabhas Please no troll Any Tollywood Actors,0.0
Mummy like  sathenaithe nuvve vesukora ,0.0
Google maps use cheyani valuu lykk cheyandi,0.0
bro edharu kalisi interview chese vadiki peti vuntaru,0.0
add me,0.0
Mari antha samskaram paniki radhu mawa,0.0
smile cute vundi kada,0.0
add,0.0
Na gf ki face uu shape uu rendu undav kani na mohaniki ade ekkuva,0.0
Chavaledhaa inka veedu poindanukunna evaranna champeyandiraaaaa please,0.0
reddy can you add me,0.0
Aithe em cheyyali,0.0
Emi niti undi sami indulo  andaru dabbu manushule including manavallu  tata mida gauravam leka premato unnattu leru  mottam family commercial laga undi Hope they realize true value of family,0.0
Comedian,0.0
g me,0.0
Maturity Leni manusulu,0.0
Mee abbayi name kooda malla reddy pettakapoyaavaa,0.0
ahaaa ahaaaa whaaa Anna whaaa,0.0
koushi14 nuv kuda alane chesava,0.0
set anuko Inka me anna life,0.0
Road no 12 Banjara Hills graveyard just staying nearby peaceful place with positive energy,0.0
nazz,0.0
Ory ni jacket ki bokka entra fst n8 ki andulo pedthada enti,0.0
Carrot halwa ki inta buildup ah akka,0.0
Nuvvu kadu nayana memu siggu padaali insta ekkichinamduku,0.0
aditya,0.0
So sweet,0.0
are bhai ap kinner ho ky,0.0
Saithan web series on i bomma,0.0
Only KCR,0.0
Evaru ra meeru anthaa,0.0
Rey asalu nijamga na friend nela ne matladidhi raa,0.0
reddy yo,0.0
Antha make up vesukovadaniki time vundi kani crackers kalchataniki time ledaa,0.0
Manchi vallakki ive rojulu kadhu andaniki best example bunny anna,0.0
Admission yecheyandi,0.0
unav ra nuv na gc already,0.0
Anna ma AP kuda e song cheyandi pls,0.0
One dosa plz,0.0
MADHHANA mak enti ee vedhana ,0.0
uff,0.0
nice rhyming,0.0
Ippude  eppude ,0.0
Endhi akka antha pedha mata annav,0.0
Malli Babu dongaaa this time nuvu povadam gyarentiii BJP ravadam confirm,0.0
Broo video edhi broo,0.0
Sri krishna cmr chiralu pappupilla chillam kapadu,0.0
16 sry mf,0.0
Hey liki 1st slide chala cute ga unnav,0.0
Anna,0.0
Hey Instagram I want a feature to block all of his videos by one click,0.0
Really aftar school life is so delicious because you smell freedom just taste that,0.0
Eyyadaniki chusthunnavo edavadaniki chusthunnavo ardam kavatle anna,0.0
prapancham lo yeda doorakani saaruku okka Instagram lo nee doorukundhi,0.0
 correct ye kada thammudu athanu cheppindipillodiki school ki pampiyandi munduvaani ayya etla sadhuvukoleveedu kuda vaani ayya laga avvoddu kada bro,0.0
Orey vedhava lokam lo ammaiyla karuvu emanna kanipinchindaara me dhumpal tegaa veellaku kooda buddi raadu inni mosalu choosi kooda,0.0
Bangalore lo congress hamila gurinchi cheyandi,0.0
Debatable but yes,0.0
AA,0.0
Good movie ,0.0
Belongs to that category introverts,0.0
Evadu adgindu,0.0
Mammy adugu appudu nuvu ame chastunvu bro,0.0
g done,0.0
BRS vaalu Chisena scams India lone evaru cheyala,0.0
We all know who is the connection ,0.0
Waste talk talk about u r state development malla,0.0
Nuvvu maravaa,0.0
Bobby dhobi,0.0
Perta,0.0
,0.0
Jai kcr,0.0
Siggu okati malla yedhava ki mokam chudu yedhava Nara yedhava,0.0
Annam tinnava ,0.0
Vamooo,0.0
hahahahah,0.0
Hate from my eyes,0.0
You are the role model ladu Anna mana lante valake,0.0
Movie name at bro,0.0
g meeeee,0.0
Heshe ni hishi chesav kadara ayya,0.0
Okay akka,0.0
Anna evado kani chastadu,0.0
Anna sand paper vadocha,0.0
Oho andari entlo ede bahotham aa nenu enka ma entlone anukunna  nice ,0.0
School clg ledha ra neku,0.0
Super song ,0.0
winter holidays,0.0
Are manchi manchi patalanu endhuku ra galees chestav,0.0
nike,0.0
Navvi navvi sachipothe who is responsibility sir,0.0
Vad nijanga raaste evar sir responsibility,0.0
Dum masala pan masala,0.0
Padakara babu,0.0
Mawa ,0.0
Oko comment oko diamond,0.0
Vamoo butulu vinaleka sacha,0.0
Dum masala lo kuda ilage oka line undi but daniki ramajogayya garu rasaru bro dsp kadu,0.0
International model anna niku vote veyam kani ni comedy ni enjay chesistham,0.0
Bro tried it before itself ,0.0
 vadiki kuda ardam aindi ni movies lo MSGlu tappa em levu ani,0.0
g nenu,0.0
reddy yes,0.0
Dj remix,0.0
Nice Cover drive,0.0
Super anniyaa,0.0
ved DM,0.0
Scover drive,0.0
Power of father,0.0
sed life,0.0
Avunu nen vangali ankuntunna unnara avarina mari,0.0
yee ra Yem Chesav ,0.0
Super ra thammudu,0.0
Reel  overaction,0.0
Randi babu randi,0.0
Entra maki karma,0.0
School ki pampi ra fst,0.0
ni la andaru veli mudragalujenda kulilu kadhu ra babupackage vasthundi le edaku papamkanisam aa ts lo ayina deposit vasthundo ledho arere pedda samasye vachindhe ,0.0
Abba 6 antey sharp 6 ki emanna release chestava bro videos,0.0
tq broo,0.0
nejame ga,0.0
nobody just the comment section going wild on GAY,0.0
Bhai ala edting chayo please reply Bhai,0.0
Mass,0.0
You look from Orissa or Maharashtra,0.0
Saripoyaru ra iddaru,0.0
Neelanti kastam paga vaadiki kuda rakudadhu,0.0
Mee tappu em ledu INSTA download chesaa chudu Na TAPPU,0.0
Rey entra idantha evarra meerantha,0.0
Edhi mashup antra rah sachipotam memu,0.0
Pori vunapudu feel theliledhufeel thelisakapori ledhu,0.0
Vadu antha karuvo lo vunado ardam avutundi,0.0
Service available,0.0
Vidya vox kuda panikiradu,0.0
Subtitles de mama,0.0
Ha haa,0.0
JAI CONGRESS ,0.0
Sri chaitanya junior college,0.0
Meanwhile Hero waiting for Completing Vilan Dialogue ,0.0
Are nvu mali raku ra epdu annam thindam anukuna em antu insta open chesano annam kuda thinali anioinchala,0.0
g add,0.0
Entha positiveness  CA chadavamanadi mee childrens ni,0.0
corect chepav broo,0.0
Mi koduku ku yenduku pettalevoo mari,0.0
Go and do that,0.0
That ha I think what ho whatu ,0.0
Yavadu mammy vidu,0.0
Mulla pandike dunnapothu ki cross breed la vunnadu enti,0.0
anna thana experience share chestunnadu le bhaiyya,0.0
add,0.0
Inko rendu college lu kaatu malanak and Shivank Anne,0.0
g,0.0
Joke,0.0
add,0.0
Ni perukosam kadu niasthikosam ani oppukunnattega mr mallareddy,0.0
Ekkada enni edhava vesalu vesina anand ni okkadine love chesindhi adhira samaskaram ante,0.0
Nelaanti vallu family lo okaru undalanna,0.0
Madhya Shankar dhada Anduku Vachadu ra,0.0
Yes broright bcoz kcr naku telidu kani Congress matram vaddu and I am from Bangalore naku chala anubhavam undi ekkada same like next Karnataka govt laga marutundi Telangana lo Congress vaste,0.0
Best mashup of this decade,0.0
Nuvvu rasava aenda mari,0.0
ante adii,0.0
jagrtha laptop karab avuthundhi Malli kothadhi konali,0.0
Next level anna,0.0
acting cheyochu over acting cheyoddu ,0.0
Anna last Dialogue expect chesa antavani,0.0
Reply ivvuu raa,0.0
Trolls chesi femas avudham anukunava mama nee kuthuru untey jagatha chusuko telos avasarama neku,0.0
Anna Australia yakkada undi anna,0.0
Looking gorgeous,0.0
Ni dandam pedutha ra ok sari nu padina songs ani headphones  pettukoni vinu apudu padu malli vere songs okna,0.0
it took me more than 15 sec because of ippude ni eppuda ila ni ela  ante ni anta what a spelling yaa,0.0
Rey first adini appandra babuuuuuuuuuuuuuuuuuu,0.0
Malla Reddy,0.0
Jai Congress ,0.0
amma lu appudu anthe,0.0
Nice body bro,0.0
TS lo ila vundi ante maa AP paristithi ento ,0.0
Anna meet up epudu,0.0
I never laugh anything but when I saw this movie am totally happy I lv this movie,0.0
Kannillu vadhu Congress kavali,0.0
Only kcr only car,0.0
Re evarra nuvvu,0.0
Chesaaa bhaya raladhu next anti ,0.0
reyy,0.0
andhuke ra rowdys antar vaalani,0.0
Akrama sambham,0.0
Advance leap year,0.0
KCR,0.0
Nice one,0.0
You in red sareethe whole video,0.0
Bro e video ma Ammaki chuyisthe baitiki gunji chempa pagal kottali antundhi,0.0
Father of the year,0.0
g ,0.0
Brooooooooo,0.0
Aslu na life lo ilantivi chusta ani uhinchaledu,0.0
Same post nen private lo pettina andharu aunty annaru,0.0
Paisa manushulu,0.0
haha,0.0
Anni sarlu pettadu ante sahasame ani cheppali,0.0
Arre enti naveen bhai navi Navi sachipothe who is responsible bhaiya,0.0
Waa Anna waaa,0.0
Evadra veedu Nayana,0.0
nuvu join kaa,0.0
Oh no Im on the cringe side of Instagram again,0.0
Edhii reel anteyyy ,0.0
Correct,0.0
bhai fan veedu,0.0
Idhi comment ante,0.0
baledhu bhayya,0.0
Total family Ba ,0.0
New candat,0.0
My name is meegaanaa sir,0.0
Dinnama comds chadutunna navu ap koleka poinna anna,0.0
brother oka video pedtha miku personal ga chala funny ga untadhi aa video ni highlight cheyandi bro mana e Id lo post cheyandi miru okay ante miku video pedthaa chala chala funny ga untadhi,0.0
Sale,0.0
tell me when you need more flowers,0.0
Chandramukhi ni chala languages lo teesaru gaani intha perfect ga endulonu set kaledu ,0.0
gosala1,0.0
Donga joker broker malli,0.0
oreeey,0.0
Mi family muchatlu andhuke prajala gurinchi matladu,0.0
enni enni enni daarunalu saaar Mars ki oka rocket arrange cheyyandi,0.0
g addd,0.0
Avatanuvu,0.0
Halusion Instagram halusion,0.0
Sarey,0.0
Five star hotel gate Mundu welcome cheppe security la unnadu,0.0
avunu,0.0
Bahusaa dayyalaki debbesevadu veedenemo,0.0
Enni videos lo chepthav broo,0.0
Ininstrams poyend sir,0.0
g add,0.0
Na Peru marchukunta mallanna naku mla or mp select cheyyu chalu,0.0
Omg what a beauty,0.0
Mmi,0.0
Sir rahru antha andi,0.0
"Exact time ki post chesaavvvv 
 Thank you bro",0.0
omg mmeghna so pretty,0.0
Super movie,0.0
U r correct,0.0
Madana  vaddanna ,0.0
Aa mathram support untey dhuneyachu dhuniyani,0.0
Konchem kerala randamma Chala Badhaga vundhi telugolla Mata vini address calicut hilite mall 1st floor,0.0
Super Anna,0.0
Amma lekapotey nuvu ekkada unnav,0.0
ChatrapatisMall fish in big well ,0.0
try kar rey,0.0
Yf,0.0
Hyy Hyy dongga chuseshavga,0.0
Valu pettina comments Kadhu bro Nen petinna comments kuda peti video petu,0.0
anni side profile,0.0
Anna ni eyes chaala baguntay,0.0
Ilanti vaalu ekkada dhorukutharu,0.0
Super,0.0
telusu anduke adiga ,0.0
Evadraa nuv entha talented ga unnav,0.0
reddy add,0.0
,0.0
Reyy idhi emi jukebox ra,0.0
g yes,0.0
Credit goes to TDP and janasena team,0.0
Bhaiiii modal boltheyyyy,0.0
reyyyy velli chadukora mbbs chey raaaa kavali ante avadhhu ra,0.0
Hi Im Telugu from New Zealand ,0.0
Anna super Anna nuvuu,0.0
Malla malla,0.0
Andhuku hate comments oka scam gurinchi chaptunadhu ga vinnu lekunte silent ga mengayi,0.0
add,0.0
Super rly anna,0.0
Vastam  piliste yenduku ramu,0.0
Golden heart,0.0
Lovvvv,0.0
Ree po ra ree,0.0
I Cant help it so  A pick up line for u nd for this reel  You remind me of a magnet because you sure are attracting me over here ,0.0
Perfect bro,0.0
bro you look so pretty,0.0
Maaas annaww,0.0
There are so many political songsbut none of them compare to greates political song ever  jagananna song ,0.0
Anna vedini ekkado chusa anna,0.0
you already are,0.0
Political view no one song cannot beat the Ys jagan song jagananna jagananna jagamantha neevi ,0.0
why,0.0
Rey entra edi,0.0
Ko,0.0
KOTHA TALENT,0.0
Gadni famous chesaru kadha bro dharunamga,0.0
Sorry bro instagram anukoni Spotify open cesa,0.0
Too pretty,0.0
5rs actor,0.0
add,0.0
Ithay evar adigirru,0.0
Ni ilanti questions ki answer ivvaka podam a manchidi bro kani highlight bro,0.0
Instagram  Instragamu ,0.0
Akka ka new song,0.0
Mari intha talent ga undi bhayya,0.0
Kani mast undi kada,0.0
Okka tea  paalu ekkuva decation thakkuva  chakkar ekkuva  That boy okka tea ,0.0
Okayy Movie heroine la lekapoina Serial heroine la unnav,0.0
As shitty as your music,0.0
Apud erragavtundi tellaga kaadu,0.0
Dambaar road medha rasthey Russian white avuthadhi Anna,0.0
g add,0.0
is very interested,0.0
Natanam to Omlet  Nalla goggles pettukunna prathiodu natanam star kaaledu rareyy,0.0
mi vadu jail ki pothadle kangaru padaku,0.0
Haters to shed,0.0
Model malla reddy,0.0
Naako gun estara,0.0
g yes yes,0.0
Varanam Ayiram Surya in the gymMeghna meghna,0.0
Mana sukdev king mana Mr Bean,0.0
Nv mi Amma mata vinaledhemo amaina pani cheptheandhuke chupisthundhi  good,0.0
It is not hi bro he ans it is not shi she,0.0
Kirrak answer,0.0
Bammardhi,0.0
Rai burathakuva vadhava avdina elanti question  aaduguthada fitness gurinchi adagara scene less fellow,0.0
deyyy,0.0
Ma ap kantey Ts politics yama jooru ga saaguthunnai,0.0
Kavle,0.0
thank youuu,0.0
Hey with businessman mahesh babu rizz,0.0
Mee amma mogudu,0.0
Vadiki kuda ardham aypendhi ika troll aythene famous aythanani  Inthaki aa Sakuthe entra ayya,0.0
Sare bhAAi,0.0
poojala,0.0
Stambam,0.0
Aa expression endhra ayya,0.0
wtf bro thats weird as fuxk,0.0
Enti raa eee badha maku,0.0
pata bane vundha ga brooo,0.0
Nee lover aa vaadu,0.0
Really Namalekapotuna coz u look like u r from heaven,0.0
hyy bab,0.0
fo pilustadu kada,0.0
yes,0.0
Sathakani dialogue of the decade,0.0
Maa Anna ku nuv kaavali anta,0.0
Gujarat Kota newcom,0.0
Ham tere Bina song am asinav na manchi pata ni chedadhibaku,0.0
Anna oddanna baymesthundhi,0.0
manam emi odipoledu ,0.0
Ninnu chusi ate vellipothad emo Kamzur leg piece ani ,0.0
chi chi,0.0
Ree tadaga,0.0
g add,0.0
Aa kurchiniimadathapeti,0.0
Nuv atlane chestav kadha bro,0.0
yevaru babu nvu entha telented ga vunav,0.0
bro,0.0
Enti mummy evadu eadu,0.0
Who cares,0.0
Devarkonda and Rashmika make the BESTEST pair ,0.0
Avanni vaddu esukunnara leda adhi cheppu mundhu,0.0
His id please,0.0
bokada KCR ,0.0
alagey ra nana Eye hospital ki velli chupinchuko first please,0.0
ammababoi,0.0
DSP music ,0.0
meeru meere maatladukovaali andham gurinchi,0.0
Last dialogue Aeronyevanchalaenti expect chesa,0.0
Institution pettukondi Pani vastadi meeku practical training evvadaniki,0.0
Chaarii entraa edhii,0.0
Adhi cheppadaniki kuda dhairyam ledhu ani introvert antaaru,0.0
Nijame nayya pullaraooo,0.0
New method for suicide is unlocked,0.0
Ni ayya nidi nuvu chupikuntav entra edi,0.0
Taney bokkalo unnadu veedini em estadu le,0.0
Mast cheppinav anna,0.0
Channel name,0.0
07 bittu nuv malli superaaa,0.0
Evadra babu comment petindhi,0.0
Bhai Teri editig bahut kharab he ,0.0
paka state lo congress ruling chusthey thelusthundhi congress gurunchi,0.0
Maccha,0.0
Re evvura merantaaaa,0.0
Veedu big boss ki vasthe,0.0
Correct,0.0
mi dp lo vunna pic dhiga tym lo nenu vundalisindhi anni diamond s kindha padipoyinayo cheeantha bagundhi mi smile,0.0
Ready film lo chitti naidu la unndhi sir,0.0
Yeyyyyy,0.0
g,0.0
Nenu moon paikii potha Ananu modii garu cheptea vinaru undamanru thondharalonea pothalea,0.0
Mari endhuku ra gattiga matladutharu ponggudu koddi,0.0
Internals practicals unnai Antunna exams antunna,0.0
Its ok nuvu ami billagets ani love chayalladhu sono problem village lo nuvu nanu fix,0.0
 faced many times ,0.0
Babu,0.0
Tried this it was good but I am in a hospital,0.0
kadhu ni Chelli ni bro,0.0
Reel baga undhi kani galiz mataluu voddu beta,0.0
Filter magic,0.0
Nuvu gekava bro Neku vachendaa,0.0
Exam material unda aunty,0.0
Y,0.0
Vachindaya scientists ,0.0
Aagu vastunna aagu address pettu,0.0
aunty ids drop here,0.0
Break baga echinavu vadike haha,0.0
pls no,0.0
Last punch,0.0
Bro thought he did something Use me as dislike button,0.0
Rajamouli daggara assistant director ga pani cheydam better miru,0.0
Hate from PicsArt Photoshop capcut  Snapseed Lightroom alight motion ,0.0
Ne antha karuvulo avadu undadu bro,0.0
Nii Pani bagundi ra,0.0
 eyy thanks,0.0
Rodda mixxu,0.0
Naveen ichina reply ki vadu spoon lo water posukone sachipothadu,0.0
Gelichedi ledhu etlanaina santhoshichandi ,0.0
Rey rey,0.0
Face figure choosi love chesthaam,0.0
Cringe ki care of address mowa nuvvu,0.0
Chips adugutunnadu,0.0
Evariki telusu ee abbayeyy peddayyaka intha la entertain chestadu ani,0.0
Potta thaggadaniki manchi exercise cheppu anna,0.0
sare wait chesta,0.0
Anna neku bad coments pedithunte badaga vundi Anna comments off cheyyi annaa,0.0
Enni Enni Enni Enni dharunalu sir,0.0
Vidni big boss ki pampinchandi,0.0
Malla Reddy Good Business Man Milk Curd Medical colleges  More Development in Telangana State,0.0
Legends watchh my storry,0.0
Anna atlane try chesinat unnadu anduke antha clarity tho chepthundu,0.0
Super peruu anaa,0.0
Scripted,0.0
add,0.0
Karma ra Naina cheee,0.0
Pekainav ley bro aunty pakana slippers unaye chusko jagratha ,0.0
anni yekkuvane,0.0
tnxx,0.0
nikuda kavala aitee na dagareki raa,0.0
Super comment bro,0.0
Youer videos,0.0
